Root,RelativePath,Size,Version,Description,SHA256,Category,Purpose,Recommendation,Evidence
B,Expander.exe,413696,6.0.0.49,Aladdin StuffIt Expander,af9ef3f14e473ef005355bf6ba1a09a14da4d42e5f4142f87bff4e9bbb86d9fd,通用归档,前者是 The Unarchiver 命令行、多格式读取；本地路由用于 StuffIt。后者是旧 StuffIt Expander。,不因同样能解压就重做；StuffIt 不纳入 Windows 安装包主线。,A/def/sit.ini；本地版本资源；上游工具表
B,extractMHT.exe,229180,1.0,extractMHT,862960370cd3b98ac3b4e16f5013f0f1bb665f795e4128b9ecc81cbfa2cfe193,文档、邮件与数据转换,MHT/MHTML 网页归档拆分。,不做。,本地版本资源与 MHTUnp 说明
B,Extractor.exe,503808,,,504c6a3a0eab7d9b8a12c450bbb01bd9689328e0b1e83a9ed16204bd3709f50e,识别、宿主及可执行程序封装,h4sh3m Thinstall/ThinApp 依赖提取器；上游接法要先启动目标进程。,不采用该动态提取路径。,本地自述字符串；UniExtract 源码 TYPE_THINSTALL
B,ForceLibrary.dll,12800,[ ForceLibrary 1.4 BETA ] by yoda,Making processes load your dlls >:-),a405bef4730c5317da59ac48bc44a4af24cc1911a0531d393d229233dd84f35b,配套库,Making processes load your dlls >:-),不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,helpdeco.exe,237056,,,9c5c58a524d557b9d7c1eabb2a5cbd7716e6586ec93df90089f1d1213b11c8ac,文档、邮件与数据转换,分别反编译 WinHelp HLP、展开 Microsoft Reader LIT 电子书。,不做。,本地作者说明；A/def/lit.ini
B,i3comp.exe,119808,,,1bccbd7cbfee153f598604d3365c53fb8bac8b05cbf466b2fe56e031b8631c48,安装包与封装,InstallShield 3.x 的 DATA.Z / DATA.1 等旧归档及部分 SFX。,不纳入近期安装包主线。,STIX 本地作者说明；i3comp 静态字符串
B,i5comp.exe,61440,,,392b8f1423cb6218c67186a83c19b535924e225adc31b4b9ffdec5eb96391f03,安装包与封装,InstallShield 5.x / 6.x 专有 CAB 的提取、维护工具。,参考数据结构；不专门重做这两个历史版本的完整工具。,i6comp 本地说明；i5comp 静态字符串
B,i6comp.exe,133120,,,0ad0d2da58654abf442cff0e5e99464b026a6fc7cc4c77d567066ac9bc9f8462,安装包与封装,InstallShield 5.x / 6.x 专有 CAB 的提取、维护工具。,参考数据结构；不专门重做这两个历史版本的完整工具。,i6comp 本地说明；i5comp 静态字符串
B,InstExpl.dll,41984,,,611bc56e85331eda5583e945e5e2c39d656914b9cb49b0000c216b00337a46c8,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,InstExpl.wcx,49152,"0, 9, 1, 0",InstallExplorer for Total Commander,6057a2b23bcf5ca7e0bdd9f183e7cf174ffdb346ce23f972f152d6e92700fd94,WCX 插件,InstallExplorer：Wise、VISE、Inno、Gentee、InstallShield、旧 NSIS、SetupFactory、Eschalon、MSI 的多格式插件,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,IsXunpack.exe,25088,,,596a6aa37c437a37c398e6c25f72112509facf6b674f7e1e8501a9802ab9eb26,安装包与封装,部分 InstallShield 单 EXE 外壳：取出 CAB/HDR、setup 文件，未必已经取出应用。,参考外壳到载荷的分层设计；新版本必须另做样本验证。,本地 isxunpack_readme.txt
B,jsMSIx.exe,184320,1.11.0704,MSI Unpacker - unpacks MSI/MSM files,edc6293d46c7a1d907a4b62b1d0ec097a83f829e33172516edaa2cb84c2c1427,安装包与封装,Windows Installer MSI/MSM 内容提取；其中 MsiX 是旧工具名称，不是现代 MSIX 格式。,已有 MSI；优先补多 CAB、外置 CAB、松散源文件。,本地版本资源；lessmsi 上游
B,LessIO.dll,19968,1.0.34,LessIO,2a57766723c57547d185d570686216d55c114613c82305bad8099e635ab8395c,配套库,LessIO,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,lessmsi.core.dll,26112,2.10.4,Less MSIérables (lessmsi) Core library,46a08d09c80d84713c103b2f1382efb705eda8d186a8fd1462a7b427b0e92d0b,配套库,Less MSIérables (lessmsi) Core library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,lessmsi.exe,30208,2.10.4,Less MSIérables (lessmsi) CLI interface,2dfa57909575af54fd241813fe8d21355949800dca733913a528bb11be3f7f2a,安装包与封装,Windows Installer MSI/MSM 内容提取；其中 MsiX 是旧工具名称，不是现代 MSIX 格式。,已有 MSI；优先补多 CAB、外置 CAB、松散源文件。,本地版本资源；lessmsi 上游
B,libmspackn.dll,13312,0.9.10,libmspack4n,15a52767a8d8202b9516054375cfd9060e471611c278e65ad4bafcd0ee700a1c,配套库,libmspack4n,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,lzop.exe,131072,,,0de04c88c0820f981869b3a1c7eb1803318638537ad9d8afc5032ef3915e2597,通用归档,分别为 LZIP 和 LZO/lzop 压缩流。,安装器确有这种压缩方法时再接基础库；不单列首批格式。,本地说明；上游工具表
B,MHTUnp.wcx,106496,"2, 0, 0, 0",MhtUnPack plugin for TotalCommander file manager,2bc9f929f11bc810da3f088385d57545f608221da3a0c33a98cb51374640a4ea,WCX 插件,MHT 网页归档插件,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,Msdelta.dll,311184,6.1.7600.16385 (win7_rtm.090713-1255),Microsoft Patch Engine,c03e64d6ea1b3c77b09c0b2cb2b3f8a1b4a631ddccf25eeea35cbba82f26d84c,配套库,Microsoft Patch Engine,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,msi.wcx,97792,,,bcc34cb4bcdd8902d762a2e60a0c3793ae92814c6a742f82eb329fcea4518b67,WCX 插件,MSI/MSP 数据库内嵌 OLE 流浏览/提取；不能等同按安装目录完整还原应用,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,MsiX.exe,139264,"1, 0, 0, 0",MSI Extractor,3598ad3754ce45e914688ab9ab2960f11f57e3f35d3ef6b6e60a3d0a1c64d097,安装包与封装,Windows Installer MSI/MSM 内容提取；其中 MsiX 是旧工具名称，不是现代 MSIX 格式。,已有 MSI；优先补多 CAB、外置 CAB、松散源文件。,本地版本资源；lessmsi 上游
B,mspack.dll,167936,,,62e8f4154202cc9db867bb24097c8d669d58a0ee56be475f3eaf5ab1468207e0,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,Mspatcha.dll,41360,6.1.7600.16385 (win7_rtm.090713-1255),Microsoft File Patch Application API,8875c984bd97af7b0b64a3249f7039a028ee00c4175ec83112b90a49496de692,配套库,Microsoft File Patch Application API,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,mtee.exe,19456,,,221748edd4763571e395189772f166625f8e2b9429d1ee334228ef92f3f0c326,识别、宿主及可执行程序封装,复制命令行输出到日志等目的地。,已有日志功能，无需独立程序。,上游工具表与作者项目
B,NBHextract.exe,35328,,,2e1adf481ac0e5b0c4abe9980a4740913a41eb88f8a5c37b2c15f0690096fc3d,镜像与固件,HTC NBH ROM 固件。,不做。,上游工具表与作者项目说明
B,observer.ini,860,,,8e7e6cf9488f816e6bbc62ce95834301ba6597bf2b7cb4214d17ae47551e545f,规则或配置数据,对应检测器、游戏/归档解释器、插件的配套数据,不算作新增格式,本地路径及配置
B,pdfdetach.exe,966144,,,060f4ddf444e4659ee7f3c6a835f653041fa59c618d36aa312275b2fd45371f8,文档、邮件与数据转换,分别提取 PDF 附件、图片、文本，转换 HTML、渲染 PNG。,不做；保持提取出的 PDF 原样。,本地说明与上游 Xpdf 工具表
B,pdfimages.exe,1032192,,,4b699d3e9589b7dca7723bea31d853b8942f8e013e705f9dd6b86b878842c7b8,文档、邮件与数据转换,分别提取 PDF 附件、图片、文本，转换 HTML、渲染 PNG。,不做；保持提取出的 PDF 原样。,本地说明与上游 Xpdf 工具表
B,pdftotext.exe,1078784,,,c0d52300fe1a9a27e39c1e2b65df0657fb8ddb34f5f5c1900271acb5a1f5b9d9,文档、邮件与数据转换,分别提取 PDF 附件、图片、文本，转换 HTML、渲染 PNG。,不做；保持提取出的 PDF 原样。,本地说明与上游 Xpdf 工具表
B,PDunSIS.wcx,65536,"1, 0, 0, 0",PDunSIS,13518d6aac144bdb70fa0a98811d18eb1f09ca40b8892b5ad654d875afef7d49,WCX 插件,Symbian/EPOC SIS 安装包插件；不是 NSIS,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,pea.exe,3137024,1.2.7,"Pea: pack, encrypt, authenticate",4c0ec55f80376f310f86e3f98ebd93e1030baff785ac9b330221813c95feb119,通用归档,PEA 压缩、加密和认证容器；不是完整 PeaZip 界面的全部后端。,低优先级。,本地版本资源及 pea 说明
B,PEiD.exe,219136,,,e13171d50f45a79bc09b9e4b9ffa38eb02301aca94a1867a9bf8acccc3759030,识别、宿主及可执行程序封装,PE 文件、编译器和壳的识别；不是应用文件提取器。,参考识别特征；识别结果只能作为解析候选。,本地说明、版本资源
B,RAIU.EXE,40960,,,befa024422b3fb6b5265bbd600806100e9734a3e593d8b1c9ebe8f1b031e5628,安装包与封装,Reflexive Arcade 游戏安装器的外层包装，通常还要接 Inno 提取。,不做历史专用分支；参考多层识别思路即可。,UniExtract 作者说明与源码
B,SfxSplit.exe,58112,1.0.2.1020,SFX splitter,ff2f7ae9dc8f4a935b22946af3b3270713f9e4c5bbd6df61cfea0c71bfb03b87,安装包与封装,7z SFX 的模块、配置与归档拆分；SfxSplit 的作者信息指向 7zsfx。,已有 PE + ZIP/7z；补识别和精确边界，不重做一套压缩引擎。,本地版本资源、静态字符串；上游工具表
B,sim_unpacker.exe,10240,1.0,Smart Install Maker unpacker,4c14c8f9cbd28b60606b89f084b18cd14bbd1edc72329bf47d269b56cf9c2036,安装包与封装,Smart Install Maker 安装包。,候选扩展；先借助标准 CAB 能力评估载荷。,本地 FileDescription；上游 simdec 项目
B,STIX_D.EXE,47616,,,b1a011f84a0d80dcd06b225e636c4f76c7b75485e22e1fdde5b9cc2aa7969f84,安装包与封装,InstallShield 3.x 的 DATA.Z / DATA.1 等旧归档及部分 SFX。,不纳入近期安装包主线。,STIX 本地作者说明；i3comp 静态字符串
B,stuffit5.engine-5.1.dll,983040,"5, 1, 6, 582",StuffIt Engine 5.1,9e13bc80e6281483ebc7e265b8053b6a232d036430ab5c3ce3cdac493e008429,配套库,StuffIt Engine 5.1,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,swfextract.exe,725155,,,ee8501b5d4888e63fa908d295093e648856a4163d353880ec2fb5a1996d2d5b0,游戏与多媒体资源,SWF 图片、音频等资源。,不做。,本地说明与上游工具表
B,TotalObserver.wcx,138240,1.2.0.0,Total Commander Plugin that allows users to browse various file containers and extract content from them.,eab0e136c5deb7df2fc98e359d310c81109e7919dca4289101423362c76cbcc6,WCX 插件,Observer 模块的 Total Commander 宿主；实际格式由 modules 和配置决定,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,TotalSQX.wcx,187904,2.11,Total SQX packer plug-in library,4aecc21b2307861d96e1ebea7465bbff25c0286fdff281da377a18362eb4835e,WCX 插件,SQX 归档插件；sqx20u.dll 和 sqx2_*.zzl 为配套,按格式选择解析能力；不复制插件宿主,本地插件作者说明、版本资源及配置
B,trid.exe,108544,,,d8c91ee0720759d44aac1dc16f9b400da5fd259748aefbca5a549329396d2483,识别、宿主及可执行程序封装,TrID 基于特征库判断文件类型；file/libmagic 使用 magic 规则。,做少量确定性探测，未知包保存诊断；不追求识别所有文件。,本地说明；A/def/registry.ini
B,triddefs.trd,8860690,,,f51a743ea06a8bc5ad543d55b5a13f7f63ccf0f5f9af8f2c1a74fa6acad0ce18,规则或配置数据,对应检测器、游戏/归档解释器、插件的配套数据,不算作新增格式,本地路径及配置
B,UHARC04.EXE,100864,,,a45c6f7da7d9660ec4a60f2eaa15162ae3513fcb45fbbeb75b6a31df6bff697b,通用归档,UHARC 的不同历史版本。,不做。,本地 UHARC 说明；上游工具表
B,uif2iso.exe,92160,,,b190b6b892c64f003a08525bcc5b58d58cb0145ab55c14ed62af4a35bc8ffcbe,镜像与固件,分别把 DAA、UIF 镜像转换成 ISO。,不做专用转换器。,本地作者说明
B,unalz.exe,159744,,,4a35788e517e509202d11f0e7b4299f303de808727c20557a5625c8526f35f68,通用归档,ALZip 的 ALZ 归档。,低优先级。,A/def/alz.ini
B,unarc.exe,333312,,,09ea4478b379a1839e21896a8b3fd82b4adf81c1b2b387795abefe5df3e57549,通用归档,FreeArc 归档；与下面 DOS ARC 同扩展名但格式不同。,低优先级，面向特定重打包样本再评估。,上游工具表；本地 freearc 说明
B,unlzx.exe,45191,,,d924011d6937a4320e6bfd3c7b46e878d690b39cba9f06a204a4ca5776ce3d2b,通用归档,传统 LZX 归档，不能据此认为它是标准 CAB 的 LZX 接口。,不做独立格式专项。,本地 unlzx 说明
B,Unpack.dll,2326016,,,4f4d50a6c43366a42c39733d79faf68c8414098931cddb9999b55764beded33a,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,unshield.exe,116224,,,6bb25fa42fbc9f43d5b60438e9c6073456f0760a603e4db4dd922d26f6e019eb,安装包与封装,InstallShield 专有 CAB/HDR 文件表、组件、文件组和跨卷载荷。,值得自研，列入第二批；以近期样本确定结构。,unshield 上游；InstallShield 2025 官方文档
B,UNUHARC06.EXE,211456,,,8405b1d1bf605b1befec1c5ce151b1e9b1073b03760425fee57bbac5c5d7a894,通用归档,UHARC 的不同历史版本。,不做。,本地 UHARC 说明；上游工具表
B,unzip.exe,204800,6.0,Info-ZIP's UnZip for Win32 console,2122557d350fd1c59fb0ef32125330bde673e9331eb9371b454c2ad2d82091ac,通用归档,ZIP 及部分 ZIP 自解压包。,已有 ZIP/ZIP64；无需再做另一个 ZIP 工具。,本地版本资源、unzip 说明
B,unzoo.exe,46669,,,bfe350b25f4cfc69d23b71a084218092ba544c05bfc6facb97f1bee93109656c,通用归档,Zoo 归档。,不做。,上游工具表与本地格式表
B,upx.exe,594432,5.0.2 (2025-07-20),UPX executable packer,970bf3a18ef0765aa4b0d2c137998fe7085fe8923d3248f985ee736410ee28b4,识别、宿主及可执行程序封装,UPX 可执行文件压缩/还原，处理程序映像。,不是安装包文件表；不做通用脱壳功能。,本地版本资源及 upx 说明
B,userdb.txt,1258754,,,8c43ea558d50b86008b7d31c8f6921db495dddb68400e0c2a378b28ab2ab71ee,规则或配置数据,对应检测器、游戏/归档解释器、插件的配套数据,不算作新增格式,本地路径及配置
B,uudeview.exe,134111,,,e829d5cfc000036388d7085c65fb8fb48fcd7308a30879745ab03556bcac2864,文档、邮件与数据转换,UU/XX/Base64 等编码内容解码。,不做独立文档格式；封装确有字段需要时局部实现。,A/def/uu.ini；本地作者说明
B,winterop.dll,134656,3.14.1.8722,WiX Interop Library,5ee45a965aa6bd6c00c795bdb394b9a8d911fbc8961ef62e55014f53efe64f9f,配套库,WiX Interop Library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,wix.dll,1015808,2.0.2110.0,Windows Installer XML,30ca53d36550746974d1bfed78192407f65937603164b0dfb39352f8a31f8333,配套库,Windows Installer XML,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,wixcab.dll,188416,,,6bedfb95db4e38e7461dbfcebc25f7d5fe2498877564bba5495cf5b419676e42,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,WUN.exe,50176,,,3a34960132a5c3538232762023dff2db51e7451522ba240d5fcd6cf7fd4b1db1,安装包与封装,Wise Installer 静态载荷提取；E_WISE.INI 提供配套信息。,低优先级；遇到实际近期样本再排期。,本地 ewise / wun 作者说明
B,xace.exe,367616,2.6.0.0,XAce Plus,c5255ba491cc22c8c8cdf6826051c2529292072d5784dada854298a5ff5dd349,通用归档,ACE 归档，两套工具。,不做历史格式专项。,本地 xace 版本资源；上游 acefile 工具表
B,xor.exe,10752,,,d363eff713456c2249a9a7197cb0e2fd6b189a83ad7fb3a3d3386517b35a8ccc,识别、宿主及可执行程序封装,通用 XOR 字节变换辅助程序。,确有封装字段需要时在对应解析器内实现。,上游工具表；作者工具页
B,ZD50149.DLL,45056,"5, 0, 149, 0",zdata,224811cd7eb11615ddd359626f95638e53d15397798d30bca72e8abca13f8b82,配套库,zdata,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,ZD55131.DLL,53248,"5, 50, 131, 0",ZDATAI51.DLL,07ec112a4a0f6957d51e281d795047766ddb224e54619b6b8ee7e63f69843bc8,配套库,ZDATAI51.DLL,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,zpaq.exe,1094656,,,a0f127a70943b0262060498c1723c795a8e2980f1acf0c42ee8c1dae72ae54b5,通用归档,ZPAQ 归档/增量备份。,低优先级。,本地 zpaq 说明
B,7z\7z.dll,1367552,25.01,7z Plugin,da6a32556222eb17459578a68711598db6b5fcdf2a22a6be5a93723c51ddc812,配套库,7z Plugin,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,7z\7z.exe,352768,25.01,7-Zip Console,9c481175506f215d78f7f2df917c09aa08b3057b4f74d919a80a68198e3fd67e,通用归档,通用归档读取；完整 7-Zip 还支持许多安装器、镜像等容器。,借鉴识别和边界检查；本项目现有 7z SDK 子集不等于完整 7-Zip 能力。,本地版本资源；7-Zip 官方项目
B,7z\Codecs\brotli\libbrotlicommon.dll,136192,,,1004ebb5f0412be7065d6a545f84e8f9d55a94f7135606ae311ee9809e2c4efc,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,7z\Codecs\brotli\libbrotlidec.dll,44032,,,d143038dba2cbc426357ed801837fe5ff5c328e85a2367f2b880f04b6e1e4601,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,7z\Codecs\brotli\libbrotlienc.dll,567808,,,2cddcce55648fcfd0382b64c5ed98dc4c787a8fbdb2333e3613b777ef0b0c1f6,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,7z\Formats\lzip.ini,47,,,36fd21380026e04f6be9a2f852c8253249c302680c44bdb55b46a017837f9e7e,文档或配套数据,说明、配置、清单、源码压缩包或 SFX 配套资源,不算作独立解包工具,本地路径
B,die\diec.exe,2129408,3.10.0.0,Detect It Easy(DiE),580f794c4eb458bf1f4e5c4c9d765a4d407be0bc3ffb1e46ad4f8a694a0a4739,识别、宿主及可执行程序封装,Detect It Easy 命令行识别器；检测文件格式、编译器、安装器和壳。,参考针对安装器的少量签名与结构验证，不移植整套规则引擎。,本地版本资源与 die/db
B,die\Qt5Core.dll,5381616,5.15.2.0,C++ Application Development Framework,4f8dc460162407cfccb1be6ef9cce45c4449de838aeffa3fd33378f01a3f9cc4,配套库,C++ Application Development Framework,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,die\Qt5Script.dll,1162224,5.15.2.0,C++ Application Development Framework,9b3413014a291f6f35cbc683334a59d260991de9268c19a2a90339923395558d,配套库,C++ Application Development Framework,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,exeinfope\exeinfope.exe,4344320,0.0.9.3,ExEinfo PE - Win32 exe identifier,eb5fece72341d48461ae23a6816f30c23dc1317a2c6871e29a7a1a1f7b76d59f,识别、宿主及可执行程序封装,PE 文件、编译器和壳的识别；不是应用文件提取器。,参考识别特征；识别结果只能作为解析候选。,本地说明、版本资源
B,exeinfope\exeinfopeRUN.cfg,332,,,60cceee5091ed9bdfa255f9c7630c7bdf08b3a003fcbe61cff813629234a3e49,规则或配置数据,对应检测器、游戏/归档解释器、插件的配套数据,不算作新增格式,本地路径及配置
B,exeinfope\Ext_Detector.dll,171008,0.7.7.4,Exeinfope non exe detector library by A.S.L,abfebb972d52444dc0cd00766985f888a59c8a03a520c0d150d10c50b53f93ae,配套库,Exeinfope non exe detector library by A.S.L,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,exeinfope\userdb.txt,1258754,,,8c43ea558d50b86008b7d31c8f6921db495dddb68400e0c2a378b28ab2ab71ee,规则或配置数据,对应检测器、游戏/归档解释器、插件的配套数据,不算作新增格式,本地路径及配置
B,kgb\kgb2_console.exe,94208,"1, 0, 0, 2",KGB Archiver 2 Technology Preview console,08979b51587088655580a88980977eee64538fed97527d05be08450ce0668cdc,通用归档,KGB 归档，paq0–7.dll 为配套算法模块。,不做。,本地版本资源与 kgb 说明
B,kgb\paq0.dll,7680,"1, 0, 0, 2",Part of KGB Archiver 2,66d86cf26a4a4f723caed0f6830597974a7d132120687d2f4fca5b0709dd27b3,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq1.dll,24064,"1, 0, 0, 2",Part of KGB Archiver 2,f55739250231406f8a52418a541c8d024c9eab2dbc5da148f99a2ba838936cce,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq2.dll,40960,"1, 0, 0, 2",Part of KGB Archiver 2,c51f8ea677afc2a9ddfa79bf4ad4ea8cec95375eeee6d13a893c2c365f97a884,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq3.dll,40960,"1, 0, 0, 2",Part of KGB Archiver 2,2e0cf4d8cb1f5c00ef0984e291b310900e5d872db6cd4083dc45edfdd05f6c5b,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq4.dll,30208,"1, 0, 0, 2",Part of KGB Archiver 2,ee5765236a433b7b7512eb23fb65d3ea248f534f167b5c80cd70cdec3d74d4d9,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq5.dll,40960,"1, 0, 0, 2",Part of KGB Archiver 2,96b4a1ab4082ec275307c7fdd70ffeb3a3112463decbd2cc3c2a8d679d3e89f0,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq6.dll,53248,"1, 0, 0, 2",Part of KGB Archiver 2,663d57295481490a727ef562ec4e27d4bb835e9a78b82488d6961b86735c4614,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,kgb\paq7.dll,57344,"1, 0, 0, 2",Part of KGB Archiver 2,86ccf55d31a0dcd8dc090b3de53f2daa6b9cad59832b9d404d4ec06bbe99cf31,配套库,Part of KGB Archiver 2,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\gentee.so,47104,,,2b4a4bbd80f6d29f70619b7390d4cbc2eb270f4b5e5fce3eab8e6a7fa1f839eb,Observer 插件,Gentee / CreateInstall 安装包,近期样本驱动的候选,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\glib-2.0.dll,946176,2.28.8.0,GLib,e10476101494ab06aa2e8f89ea05016879fc28b73a78107f2aa88572bdbca812,配套库,GLib,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\gmime.dll,244224,,,5d4930f405bbf503521defa4c3f5efcc7d5490c9cea49e0bad1ecb38dbf60c61,配套库,配套库；具体职责以所属工具为准，未动态加载确认,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\gobject-2.0.dll,229888,2.28.8.0,GObject,61193f0c681dedb07cf14e85565daeee3bcc00516cb05d6313e174af368ee13a,配套库,GObject,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\ishield.so,74752,,,6161df22bf56ad602af633eb96551c7f6140dde77b0ca5c6c94f52cd9c0f47ac,Observer 插件,InstallShield CAB/HDR/Z/部分 EXE,近期结构值得新增,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\isoimg.so,37376,,,0a35f17f765b6f43586b9f4fd12c80d7fcd7925c72d332809e8c78a31ffc231e,Observer 插件,ISO 等光盘镜像,可选外层载体，后置,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\libbz2.dll,57344,,bzip2 data compression library,18c8c32abb14238be3597002209efe72f99bda78f1a26db1f326680270d3a246,配套库,bzip2 data compression library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\mbox.so,18944,,,fbfa9db81609f57e96a396331ab1d03a31fc4541953ac5af0367a0b628ca0aae,Observer 插件,MBox 等邮件容器,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\mime.so,16896,,,aa006a872f748d3fb836d775c4b2c12e3d9379a6e92738fa8e52d449e2541296,Observer 插件,EML/MHT 等 MIME 内容,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\mpq.so,195584,,,93229274687dcab26673ef39f62b094ee86e81913794497089869e25a31ec622,Observer 插件,Blizzard MPQ 游戏容器,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\msi.so,116736,,,b961483fd09ea462ee93bd07361273c7a55a27aa2b635a0a231e2f09d15f0e94,Observer 插件,MSI/MSM,增强现有 MSI,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\msvcp100.dll,421200,10.00.40219.1,Microsoft® C Runtime Library,d769fafa2b3232de9fa7153212ba287f68e745257f1c00fafb511e7a02de7adf,配套库,Microsoft® C Runtime Library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\msvcr100.dll,773968,10.00.40219.1,Microsoft® C Runtime Library,60c06e0fa4449314da3a0a87c1a9d9577df99226f943637e06f61188e5862efa,配套库,Microsoft® C Runtime Library,不按 DLL 数量计格式；保留本项目原生基础库边界,本地文件版本资源/路径
B,modules\pdf.so,1094656,,,01eb265bbb6502b5d2093c4e76d87ad78c070947cc9784c61d1d316ccdb7e4dc,Observer 插件,PDF 内嵌文件,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\pst.so,233472,,,13f6602a09feb9ef9823c108ff38209bd28d25406c5e5ab0922c112f240d7b98,Observer 插件,Outlook PST 邮件库,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\relic.so,24576,,,1aec704b0fd373187a32375ebb22f8a94414face9ccf7fbb9eed6895462b4992,Observer 插件,Relic BIG/SGA 游戏容器,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\sfact.so,44032,,,ce655638fe67ff2f66c96c9c026c75e1ef9edddf11baa644619fe9703fc7cd2b,Observer 插件,Setup Factory 安装包,近期样本驱动的候选,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\udfimg.so,42496,,,30ec31ceb6a65a1ccf69fd310a893a4119d835dc611fb0956d8d847a68f127a1,Observer 插件,UDF 光盘镜像,可选外层载体，后置,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
B,modules\valve.so,89600,,,bf2bcf8ed7d1d2262b4d7c6efcdb7fe49b3c338e2d27ba1c5b354d07d13285e9,Observer 插件,Valve/Steam GCF、VPK、PAK、WAD、BSP 等,范围外,本地 Observer 作者说明、observer.ini；文件存在不保证已加载
